source_partner,source_country,destination_country,gsv
#####,Uruguay,India,3
#####,Uruguay,Indonesia,2
#####,Uruguay,"Korea, Republic of",1
#####,Uruguay,Liberia,2
#####,Uruguay,Madagascar,1
#####,Uruguay,Malaysia,7
#####,Uruguay,Mali,2
#####,Uruguay,Nepal,2
#####,Uruguay,Pakistan,3
#####,Uruguay,Philippines,2
#####,Uruguay,Rwanda,5
#####,Uruguay,Senegal,3
#####,Uruguay,Sierra Leone,4
#####,Uruguay,South Africa,3
#####,Uruguay,Sri Lanka,1
#####,Uruguay,Thailand,1
#####,Uruguay,Togo,1
#####,Uruguay,Turkey,3
#####,Uruguay,Uganda,2
#####,Uruguay,United Arab Emirates,3
#####,Uruguay,United Kingdom,3181
#####,Uruguay,United States of America,1
#####,Uruguay,Viet Nam,6
#####,Uruguay,Zambia,1
#####,South Sudan,Kenya,482850
#####,South Sudan,Uganda,1094931
#####,South Sudan,Kenya,0
#####,South Sudan,Uganda,139
#####,Uganda,Belgium,684
#####,Uganda,Canada,4
#####,Uganda,India,226396
#####,Uganda,Mexico,3
#####,Uganda,South Sudan,39178
#####,Uganda,Turkey,1616
#####,Jordan,Bangladesh,1
#####,Jordan,India,1
#####,Jordan,Philippines,1
#####,United States of America,United Kingdom,14
#####,United States of America,United States of America,167
#####,Canada,Pakistan,0
#####,Canada,Philippines,1
#####,Italy,Belgium,13726
#####,Italy,Benin,205035
#####,Italy,Brazil,6190
#####,Italy,Burkina Faso,727
#####,Italy,Cameroon,207490
#####,Italy,Colombia,1
#####,Italy,"Congo, Democratic Republic of the",50
#####,Italy,C̫te d'Ivoire,2295238
#####,Italy,Croatia,120
#####,Italy,Cyprus,2324
#####,Italy,Czechia,1194
#####,Italy,Ecuador,4
#####,Italy,Estonia,1075
#####,Italy,Ethiopia,2093
#####,Italy,Finland,510
#####,Italy,France,8578
#####,Italy,Germany,4603
#####,Italy,Ghana,11582354
#####,Italy,Greece,5231
#####,Italy,Guinea,61923
#####,Italy,Guinea-Bissau,2664
#####,Italy,Hungary,346
#####,Italy,Iceland,182
#####,Italy,India,10492955
#####,Italy,Indonesia,3
#####,Italy,Kenya,310839
#####,Italy,Latvia,115
#####,Italy,Lithuania,3144
#####,Italy,Madagascar,35064
#####,Italy,Malawi,1
#####,Italy,Mali,1565936
#####,Italy,Morocco,2
#####,Italy,Mozambique,12916
#####,Italy,Nepal,1803270
#####,Italy,Netherlands,1
#####,Italy,Nigeria,4516462
#####,Italy,Pakistan,10135
#####,Italy,Philippines,472535
#####,Italy,Poland,6733
#####,Italy,Portugal,56326
#####,Italy,Romania,3566
#####,Italy,Russian Federation,813
#####,Italy,Rwanda,55
#####,Italy,Senegal,1069848
#####,Italy,Spain,24871
#####,Italy,Sweden,2210
#####,Italy,Tanzania,62499
#####,Italy,Turkey,3875
#####,Italy,Uganda,9747
#####,Italy,United Kingdom,51826
#####,Italy,Viet Nam,1069
#####,Italy,Zambia,2
#####,Cyprus,Ghana,-117
#####,Italy,India,2567
#####,Portugal,France,-114
#####,South Africa,India,4269
#####,South Africa,Kenya,552
#####,South Africa,Nigeria,219
#####,Spain,India,677
#####,United Kingdom,Cyprus,1138
#####,United Kingdom,France,1062
#####,United Kingdom,Ghana,1
#####,United Kingdom,India,17657
#####,United Kingdom,Italy,49240
#####,United Kingdom,Kenya,8274
#####,United Kingdom,Lithuania,5319
#####,United Kingdom,Netherlands,4483
#####,United Kingdom,Nigeria,639
#####,United Kingdom,Portugal,17381
#####,United Kingdom,Spain,579
#####,United Kingdom,Turkey, -   
#####,Bahrain,Bangladesh,24235449
#####,Bahrain,Cameroon,84139
#####,Bahrain,Egypt,18100
#####,Bahrain,Ethiopia,14740
#####,Bahrain,Gambia,3830
#####,Bahrain,Ghana,929890
#####,Bahrain,India,370
#####,Bahrain,Indonesia,1325680
#####,Bahrain,Kenya,970849
#####,Bahrain,Malawi,81
#####,Bahrain,Morocco,352200
#####,Bahrain,Nepal,1210386
#####,Bahrain,Nigeria,428282
#####,Bahrain,Pakistan,296289
#####,Bahrain,Philippines,36688
#####,Bahrain,Rwanda,9299
#####,Bahrain,Sri Lanka,3
#####,Bahrain,Tanzania,1306
#####,Bahrain,Thailand,5260685
#####,Bahrain,Togo,825
#####,Bahrain,Tunisia,6651
#####,Bahrain,Uganda,3033118
#####,Bolivia (Plurinational State of),Belgium,172159
#####,"Congo, Democratic Republic of the",Egypt, -   
#####,Cyprus,Austria,22502
#####,Cyprus,Belgium,27807
#####,Cyprus,Estonia,10092
#####,Cyprus,Finland,143
#####,Cyprus,France,467
#####,Cyprus,Germany,2107
#####,Cyprus,Greece,8437
#####,Cyprus,Italy,6317
#####,Cyprus,Kenya,408
#####,Cyprus,Latvia,62
#####,Cyprus,Lithuania,7948
#####,Cyprus,Netherlands,2611
#####,Cyprus,Poland,572
#####,Cyprus,Portugal,200
#####,Cyprus,Romania,103
#####,Cyprus,Spain,26279
#####,Cyprus,Switzerland,13806
#####,Cyprus,Uganda,230
#####,Cyprus,United Kingdom,23395
#####,Equatorial Guinea,France,3008
#####,Israel,Austria,77494
#####,Israel,Bangladesh,2705
#####,Israel,Belgium,342690
#####,Israel,China,33211537
#####,Israel,Croatia,4988
#####,Israel,Cyprus,47243
#####,Israel,Czechia,9789
#####,Israel,Denmark,772
#####,Israel,Egypt,8475
#####,Israel,Estonia,2368
#####,Israel,Ethiopia,10582
#####,Israel,Finland,83663
#####,Israel,France,212642
#####,Israel,Germany,491220
#####,Israel,Ghana,2977659
#####,Israel,Greece,286572
#####,Israel,Hungary,7359
#####,Israel,Iceland,5115
#####,Israel,India,264622813
#####,Israel,Ireland,21790
#####,Israel,Italy,157884
#####,Israel,Kenya,7356536
#####,Israel,Latvia,33608
#####,Israel,Lithuania,211974
#####,Israel,Luxembourg,1033
#####,Israel,Malawi,1161100
#####,Israel,Malta,27784
#####,Israel,Netherlands,351037
#####,Israel,Nigeria,8447379
#####,Israel,Norway,8
#####,Israel,Philippines,46988927
#####,Israel,Poland,77136
#####,Israel,Portugal,313700
#####,Israel,Romania,28046
#####,Israel,Rwanda,3021159
#####,Israel,Slovakia,1812
#####,Israel,Slovenia,215
#####,Israel,South Africa,91598
#####,Israel,Spain,365399
#####,Israel,Sweden,9
#####,Israel,Switzerland,22486
#####,Israel,Tanzania,149837
#####,Israel,Thailand,32835419
#####,Israel,Uganda,12444052
#####,Israel,United Kingdom,1336403
#####,Israel,Zambia,293369
#####,Saudi Arabia,Egypt,179398
#####,Singapore,United Kingdom,1
#####,United States of America,India,5410
#####,United States of America,Luxembourg,110779
#####,United States of America,Philippines,1423
#####,United States of America,Thailand,1768
#####,United States of America,Uganda,6
#####,Zambia,Zambia,1425
#####,Canada,Cambodia,7
#####,Canada,India,94
#####,Canada,Indonesia,5655
#####,Canada,"Korea, Republic of",89
#####,Canada,Malaysia,2512
#####,Canada,Philippines,12505
#####,Canada,Singapore,21
#####,Canada,Thailand,7186
#####,Canada,United States of America,117
#####,Bahrain,Austria,4906
#####,Bahrain,Bangladesh,17131762
#####,Bahrain,Belgium,13360
#####,Bahrain,Benin,3112
#####,Bahrain,Cameroon,3967295
#####,Bahrain,Canada,4
#####,Bahrain,China,1
#####,Bahrain,C̫te d'Ivoire,9065
#####,Bahrain,Cyprus,65249
#####,Bahrain,Egypt,287585
#####,Bahrain,Estonia,3700
#####,Bahrain,Ethiopia,172294
#####,Bahrain,Finland,9766
#####,Bahrain,France,150820
#####,Bahrain,Gambia,46431
#####,Bahrain,Germany,43642
#####,Bahrain,Ghana,8905437
#####,Bahrain,Greece,439
#####,Bahrain,Ireland,28110
#####,Bahrain,Italy,7046
#####,Bahrain,Kenya,12925537
#####,Bahrain,Lithuania,27663
#####,Bahrain,Malaysia,2279478
#####,Bahrain,Mali,135051
#####,Bahrain,Malta,9354
#####,Bahrain,Morocco,657282
#####,Bahrain,Nepal,834
#####,Bahrain,Netherlands,10150
#####,Bahrain,Nigeria,325168
#####,Bahrain,Pakistan,1159225
#####,Bahrain,Philippines,13
#####,Bahrain,Portugal,63340
#####,Bahrain,Russian Federation,24
#####,Bahrain,Rwanda,49640
#####,Bahrain,Senegal,92320
#####,Bahrain,Slovakia,8472
#####,Bahrain,Spain,39446
#####,Bahrain,Tanzania,288633
#####,Bahrain,Thailand,61506442
#####,Bahrain,Togo,19467
#####,Bahrain,Tunisia,4561
#####,Bahrain,Turkey,1
#####,Bahrain,Uganda,13523982
#####,Bahrain,United Arab Emirates,442413
#####,Bahrain,United Kingdom,534517
#####,Bahrain,United States of America,10015
#####,Bahrain,Viet Nam,46312
#####,Bahrain,Zimbabwe,25598
#####,Lithuania,Israel,147047
#####,Lithuania,Italy,1
#####,Lithuania,United Kingdom,47021
#####,United States of America,Benin,317
#####,United States of America,C̫te d'Ivoire,8293
#####,United States of America,Ghana,756649
#####,United States of America,India,1075
#####,United States of America,Kenya,2966
#####,United States of America,Liberia,197280
#####,United States of America,Nigeria,219055
#####,United States of America,Senegal,19101
#####,United States of America,Uganda,5180
#####,United States of America,United Kingdom,766
#####,United States of America,Viet Nam,3940
#####,Cyprus,Malaysia,3
#####,United States of America,Bangladesh,7963
#####,United States of America,Belgium,2999
#####,United States of America,Benin,224686
#####,United States of America,Burkina Faso,545827
#####,United States of America,Cameroon,513091
#####,United States of America,Canada,2
#####,United States of America,C̫te d'Ivoire,1630780
#####,United States of America,Estonia,1
#####,United States of America,Ethiopia,13380
#####,United States of America,France,6082
#####,United States of America,Ghana,10223256
#####,United States of America,Guinea,0
#####,United States of America,Guinea-Bissau,0
#####,United States of America,Haiti,8213
#####,United States of America,India,254443
#####,United States of America,Italy,3808
#####,United States of America,Kenya,212715
#####,United States of America,Liberia,3
#####,United States of America,Lithuania,109
#####,United States of America,Malaysia,0
#####,United States of America,Mali,2387611
#####,United States of America,Mexico,6
#####,United States of America,Netherlands,2
#####,United States of America,Nigeria,239982
#####,United States of America,Pakistan,13228947
#####,United States of America,Philippines,4
#####,United States of America,Portugal,68160
#####,United States of America,Senegal,857
#####,United States of America,Spain,20467
#####,United States of America,Sri Lanka,88270
#####,United States of America,Tanzania,0
#####,United States of America,Thailand,0
#####,United States of America,Togo,50125
#####,United States of America,Turkey,0
#####,United States of America,Uganda,27622
#####,United States of America,United Kingdom,5
#####,United States of America,United States of America,5
#####,United States of America,Viet Nam,10
#####,United States of America,Brazil,6
#####,Canada,United Kingdom,26
#####,United States of America,Argentina,1
#####,United States of America,Bangladesh,2
#####,United States of America,Brazil,6
#####,United States of America,Cameroon,150
#####,United States of America,Canada,1201
#####,United States of America,Chile,1
#####,United States of America,China,2
#####,United States of America,Colombia,0
#####,United States of America,Costa Rica,1
#####,United States of America,Ecuador,3
#####,United States of America,Estonia,3
#####,United States of America,Ethiopia,1
#####,United States of America,France,1
#####,United States of America,Ghana,98
#####,United States of America,Haiti,62
#####,United States of America,India,72799
#####,United States of America,Indonesia,1
#####,United States of America,Ireland,896
#####,United States of America,Kenya,2
#####,United States of America,"Korea, Republic of",1
#####,United States of America,Liberia,1
#####,United States of America,Mexico,1
#####,United States of America,Nepal,2
#####,United States of America,Nigeria,72582
#####,United States of America,Pakistan,3
#####,United States of America,Peru,0
#####,United States of America,Philippines,7813
#####,United States of America,South Africa,1
#####,United States of America,Turkey,1
#####,United States of America,Uganda,2
#####,United States of America,United Kingdom,7528
#####,United States of America,Viet Nam,1
#####,United States of America,Zambia,1
#####,United States of America,India,35495308
#####,Turkey,Albania,214
#####,Turkey,Austria,563433
#####,Turkey,Bahrain,3026
#####,Turkey,Bangladesh,122452
#####,Turkey,Belgium,1172194
#####,Turkey,Benin,28319
#####,Turkey,Brazil,78
#####,Turkey,Bulgaria,659376
#####,Turkey,Burkina Faso,34321
#####,Turkey,Burundi,122
#####,Turkey,Cameroon,57747
#####,Turkey,Canada,125626
#####,Turkey,China,112316
#####,Turkey,"Congo, Democratic Republic of the",22177
#####,Turkey,C̫te d'Ivoire,19705
#####,Turkey,Croatia,117717
#####,Turkey,Czechia,229213
#####,Turkey,Denmark,81714
#####,Turkey,Egypt,117458
#####,Turkey,Estonia,17542
#####,Turkey,Ethiopia,2912
#####,Turkey,Finland,74148
#####,Turkey,France,918607
#####,Turkey,Gabon,24688
#####,Turkey,Germany,4627827
#####,Turkey,Ghana,108212
#####,Turkey,Greece,396805
#####,Turkey,Guinea,13841
#####,Turkey,Guinea-Bissau,450
#####,Turkey,Hungary,188945
#####,Turkey,Iceland,5606
#####,Turkey,India,298256
#####,Turkey,Indonesia,661409
#####,Turkey,Ireland,367946
#####,Turkey,Italy,762516
#####,Turkey,Kenya,542818
#####,Turkey,"Korea, Republic of",41851
#####,Turkey,Latvia,224741
#####,Turkey,Liberia,17927
#####,Turkey,Liechtenstein,56
#####,Turkey,Lithuania,1851888
#####,Turkey,Luxembourg,49027
#####,Turkey,Madagascar,32949
#####,Turkey,Malaysia,53205
#####,Turkey,Mali,109709
#####,Turkey,Malta,131885
#####,Turkey,Mexico,34866
#####,Turkey,Mongolia,7025
#####,Turkey,Mozambique,168869
#####,Turkey,Nepal,39806
#####,Turkey,Netherlands,2205590
#####,Turkey,Nigeria,376009
#####,Turkey,Norway,43966
#####,Turkey,Pakistan,470461
#####,Turkey,Philippines,592403
#####,Turkey,Poland,392164
#####,Turkey,Portugal,273047
#####,Turkey,Romania,248183
#####,Turkey,Rwanda,2
#####,Turkey,Senegal,122188
#####,Turkey,Slovakia,75439
#####,Turkey,Slovenia,11331
#####,Turkey,South Sudan,0
#####,Turkey,Spain,1386663
#####,Turkey,Sweden,201859
#####,Turkey,Switzerland,263152
#####,Turkey,Thailand,1271527
#####,Turkey,Togo,5543
#####,Turkey,Uganda,326750
#####,Turkey,Ukraine,353
#####,Turkey,United Arab Emirates,212883
#####,Turkey,United Kingdom,4530161
#####,Turkey,United States of America,842624
#####,Turkey,Viet Nam,59445
#####,Turkey,Zimbabwe,103
#####,Turkey,Italy,5
#####,"Korea, Republic of",China,20
#####,"Korea, Republic of",India,1
#####,"Korea, Republic of",Indonesia,30
#####,"Korea, Republic of",Malaysia,1
#####,"Korea, Republic of",Philippines,20
#####,"Korea, Republic of",Viet Nam,100
#####,Canada,Ghana,338
#####,Canada,India,1234
#####,Canada,Kenya,3
#####,Canada,Nigeria,4
#####,Canada,Senegal,0
#####,Canada,South Africa,61
#####,Canada,Uganda,9091
#####,Germany,Kenya,818
#####,Germany,Nigeria,254
#####,Italy,Nigeria,18
#####,Spain,Nigeria,19
#####,United Kingdom,Bangladesh,14273
#####,United Kingdom,Benin,0
#####,United Kingdom,Burkina Faso,162
#####,United Kingdom,Cameroon,125129
#####,United Kingdom,C̫te d'Ivoire,48356
#####,United Kingdom,Gabon,96
#####,United Kingdom,Ghana,1366539
#####,United Kingdom,Guinea-Bissau,0
#####,United Kingdom,India,134335
#####,United Kingdom,Kenya,1598175
#####,United Kingdom,Mozambique,1866
#####,United Kingdom,Nigeria,69568
#####,United Kingdom,Rwanda,2062
#####,United Kingdom,Senegal,5056
#####,United Kingdom,South Africa,4607
#####,United Kingdom,Tanzania,126671
#####,United Kingdom,Uganda,829825
#####,United Kingdom,Zimbabwe,110
#####,United States of America,Bangladesh,4542
#####,United States of America,Cameroon,278996
#####,United States of America,C̫te d'Ivoire,34510
#####,United States of America,Ghana,108172
#####,United States of America,India,15557
#####,United States of America,Kenya,1620984
#####,United States of America,Mozambique,4304
#####,United States of America,Nigeria,14462
#####,United States of America,Rwanda,1234
#####,United States of America,Senegal,27233
#####,United States of America,South Africa,1849
#####,United States of America,Tanzania,2984
#####,United States of America,Uganda,626924
#####,"Moldova, Republic of",Turkey,2
#####,"Moldova, Republic of",United States of America,3
#####,Turkey,China,36302
#####,Turkey,Ethiopia,1
#####,Turkey,Ghana,3363
#####,Turkey,India,975
#####,Turkey,Indonesia,71330
#####,Turkey,Kenya,9798
#####,Turkey,Mexico,1933
#####,Turkey,Netherlands,36
#####,Turkey,Pakistan,11045
#####,Turkey,Philippines,10499762
#####,Turkey,Uganda,685
#####,Andorra,Benin,68
#####,Australia,Bangladesh,14867
#####,Australia,Benin,46584
#####,Australia,Burundi,668
#####,Australia,Cameroon,356959
#####,Australia,Colombia,943
#####,Australia,C̫te d'Ivoire,29318
#####,Australia,India,191582
#####,Australia,Indonesia,135531
#####,Australia,Kenya,233988
#####,Australia,Liberia,24883
#####,Australia,Mozambique,4719
#####,Australia,Rwanda,26705
#####,Australia,Senegal,36403
#####,Australia,Tanzania,150356
#####,Australia,Togo,784
#####,Australia,Uganda,54514
#####,Australia,Zambia,5169
#####,Austria,Bangladesh,18336
#####,Austria,Benin,44323
#####,Austria,Burundi,76
#####,Austria,Cameroon,25497
#####,Austria,Colombia,23
#####,Austria,C̫te d'Ivoire,30432
#####,Austria,Ghana,454621
#####,Austria,India,25447
#####,Austria,Indonesia,10311
#####,Austria,Kenya,279871
#####,Austria,Mozambique,559
#####,Austria,Rwanda,24501
#####,Austria,Senegal,5328
#####,Austria,Tanzania,57652
#####,Austria,Uganda,143949
#####,Austria,Zambia,3462
#####,Belgium,Bangladesh,54931
#####,Belgium,Benin,276573
#####,Belgium,Burundi,1958
#####,Belgium,Cameroon,123534
#####,Belgium,Colombia,1142
#####,Belgium,C̫te d'Ivoire,159792
#####,Belgium,Ethiopia,53
#####,Belgium,Ghana,586879
#####,Belgium,India,74287
#####,Belgium,Indonesia,13003
#####,Belgium,Kenya,199859
#####,Belgium,Mozambique,124810
#####,Belgium,Rwanda,124704
